적재_연월,대여_STATION_번호,대여_STATION_명,X축좌표,Y축좌표,대여소_설치일,대여소_폐쇄일,거치대_수,운영여부,시스템_구분
20251219,HD_TEST,세종교통공사,127.2739359,36.4684551,,,,운영중,
20251219,SJ_00001,보람동_세종시청 정문1,127.289038,36.478950,,,,운영중,
20251219,SJ_00002,보람동_시드니하트,127.294110,36.484045,,,,운영중,
20251219,SJ_00003,보람동_세종시청 후문,127.288405,36.480258,,,,미운영,
20251219,SJ_00004,보람동_세종시청후문 잔디광장,127.289090,36.480842,,,,미운영,
20251219,SJ_00005,보람동_호려울302동 건너편,127.280906,36.477394,,,,운영중,
20251219,SJ_00006,보람동_세종교육청,127.286182,36.477736,,,,운영중,
20251219,SJ_00007,보람동_세종남부경찰서 건너편,127.291883,36.482037,,,,운영중,
20251219,SJ_00008,보람동_새샘315동앞,127.294376,36.483899,,,,운영중,
20251219,SJ_00009,보람동_호려울8단지 정문,127.295439,36.478263,,,,운영중,
20251219,SJ_00010,보람동_호려울810동,127.297308,36.479951,,,,운영중,
20251219,SJ_00011,소담동_새샘512동 건너편BRT 1,127.3079269,36.4814824,,,,운영중,
